Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Fraction average	Fraction 1	Fraction 2	Fraction 3	Fraction 4	Fraction 5	Fraction 6	Q-value	Score	Reporter intensity corrected 1	Reporter intensity corrected 2	Reporter intensity corrected 3	Reporter intensity corrected 4	Reporter intensity corrected 5	Reporter intensity corrected 6	Reporter intensity corrected 7	Reporter intensity corrected 8	Reporter intensity corrected 9	Reporter intensity corrected 10	Reporter intensity corrected 11	Reporter intensity corrected 12	Reporter intensity corrected 13	Reporter intensity corrected 14	Reporter intensity 1	Reporter intensity 2	Reporter intensity 3	Reporter intensity 4	Reporter intensity 5	Reporter intensity 6	Reporter intensity 7	Reporter intensity 8	Reporter intensity 9	Reporter intensity 10	Reporter intensity 11	Reporter intensity 12	Reporter intensity 13	Reporter intensity 14	Reporter intensity count 1	Reporter intensity count 2	Reporter intensity count 3	Reporter intensity count 4	Reporter intensity count 5	Reporter intensity count 6	Reporter intensity count 7	Reporter intensity count 8	Reporter intensity count 9	Reporter intensity count 10	Reporter intensity count 11	Reporter intensity count 12	Reporter intensity count 13	Reporter intensity count 14	Intensity	MS/MS count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions	Taxonomy IDs
P02538;CON__P02538;O95678;CON__O95678;CON__Q8VED5;CON__H-INV:HIT000292931;CON__P07744	P02538;CON__P02538	28;28;11;11;9;5;4	3;3;0;0;0;0;0	2;2;0;0;0;0;0	Keratin, type II cytoskeletal 6A	KRT6A	sp|P02538|K2C6A_HUMAN Keratin, type II cytoskeletal 6A OS=Homo sapiens OX=9606 GN=KRT6A PE=1 SV=3;	7	28	3	2	42	6.6	3.5	60.044	564	564;564;551;551;531;443;525	2.75	1	3	2	1	1		0	156.3	13621	20577	19896	35020	39078	32939	11611	48235	1372.7	11674	34639	12286	138400	53777	13621	20577	19896	35020	39078	32939	11611	48235	1372.7	11674	34639	12286	138400	53777	8	7	6	8	7	8	5	7	1	6	7	6	7	8	59460000	8			+	26	165;181;387;638;1313;2306;2330;2407;2887;3005;3745;3852;4542;4546;4698;4732;4831;5174;5196;5418;5682;5862;6616;6783;6820;6821;6829;6954	False;False;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False	167;183;387;641;1330;1331;2359;2383;2460;2951;3070;3820;3932;4632;4636;4790;4826;4928;5281;5303;5523;5785;5960;6730;6898;6935;6936;6944;7072	432;433;434;435;436;468;469;470;471;993;994;995;1633;1634;1635;1636;1637;3367;3368;3369;3370;3371;3372;3373;5948;5949;5950;5951;5952;6003;6193;6194;6195;6196;7481;7482;7483;7484;7789;7790;7791;7792;9669;9670;9671;9672;9673;9964;9965;11628;11634;11635;11636;12037;12128;12397;12398;12399;12400;12401;12402;13249;13250;13251;13283;13284;13819;14473;14474;14926;14927;14928;14929;16877;17266;17267;17268;17269;17270;17352;17353;17354;17355;17356;17357;17358;17359;17360;17361;17362;17363;17364;17365;17366;17391;17392;17393;17394;17395;17396;17761	466;467;468;469;470;506;507;508;509;1067;1068;1069;1745;1746;1747;1748;1749;3641;3642;3643;3644;3645;3646;3647;6435;6436;6437;6438;6439;6491;6691;6692;6693;6694;8064;8065;8066;8067;8408;8409;8410;8411;10476;10477;10478;10479;10480;10788;10789;12593;12599;12600;12601;13038;13139;13438;13439;13440;13441;13442;13443;13444;14372;14373;14374;14408;14409;14972;15670;15671;16159;16160;16161;16162;18316;18737;18738;18739;18740;18741;18825;18826;18827;18828;18829;18830;18831;18832;18833;18834;18835;18836;18837;18838;18839;18840;18868;18869;18870;18871;18872;18873;19256	467;507;1068;1747;3644;6437;6491;6691;8065;8411;10479;10788;12593;12601;13038;13139;13440;14372;14408;14972;15670;16162;18316;18740;18828;18838;18871;19256	13;14;15	242;279;452	9606;-1;9606;-1;-1;-1;-1
CON__P02662	CON__P02662	4	4	4				1	4	4	4	17.1	17.1	17.1	22.975	199	199	3.81	2	2	3	3	2	4	0	38.876	161200	1403700	70594	165340	248760	1944000	6955000	162980	530930	292400	84769	110430	63918	61659	161200	1403700	70594	165340	248760	1944000	6955000	162980	530930	292400	84769	110430	63918	61659	22	22	15	22	22	22	22	20	22	22	20	18	18	17	1801100000	22			+	27	1573;1728;3191;3226	True;True;True;True	1605;1762;3258;3294	4078;4079;4467;4468;4469;4470;4471;4472;4473;8284;8378;8379;8380;8381;8382;8383	4396;4397;4820;4821;4822;4823;4824;4825;4826;4827;8961;9066;9067;9068;9069;9070;9071;9072;9073;9074;9075;9076	4397;4827;8961;9071			-1
CON__P02663	CON__P02663	4	4	4				1	4	4	4	18.8	18.8	18.8	24.348	207	207	2.75	3	3	3	1	1	1	0	85.068	26489	93058	17024	25564	37797	158110	621590	56328	70657	103340	66297	18081	14107	17710	26489	93058	17024	25564	37797	158110	621590	56328	70657	103340	66297	18081	14107	17710	6	12	3	7	10	12	12	10	10	12	11	6	5	6	267740000	12			+	28	478;1987;4504;4573	True;True;True;True	479;2030;4593;4663	1219;1220;1221;1222;1223;1224;5175;5176;11542;11543;11544;11694	1305;1306;1307;1308;1309;1310;5595;5596;12506;12507;12508;12666	1308;5595;12508;12666			-1
CON__P02668	CON__P02668	1	1	1				1	1	1	1	6.5	6.5	6.5	18.974	169	169	2		1					0	3.5234	2813.1	0	1175.2	1444.8	4427.2	70121	118360	8121.9	7384.1	13722	4438.9	0	5365.5	0	2813.1	0	1175.2	1444.8	4427.2	70121	118360	8121.9	7384.1	13722	4438.9	0	5365.5	0	1	0	1	1	1	1	1	1	1	1	1	0	1	0	13807000	1			+	29	5293	True	5400	13512	14648	14648	16	95	-1
CON__P02754	CON__P02754	7	7	7				1	7	7	7	33.3	33.3	33.3	18.281	162	162	3.68	4	1	4	2	4	4	0	38.354	16197	276150	6812.7	37615	44990	664060	961230	46627	118100	61169	67024	13013	12231	15177	16197	276150	6812.7	37615	44990	664060	961230	46627	118100	61169	67024	13013	12231	15177	10	20	4	12	16	20	20	15	18	17	17	9	7	9	308140000	21			+	30	3278;3984;4212;6103;6104;6525;6526	True;True;True;True;True;True;True	3346;4067;4296;6208;6209;6638;6639	8520;8521;8522;8523;8524;8525;10305;10861;15536;15537;15538;15539;16649;16650;16651;16652;16653;16654;16655	9227;9228;9229;9230;9231;9232;9233;9234;11160;11761;16819;16820;16821;16822;18065;18066;18067;18068;18069;18070;18071	9233;11160;11761;16820;16821;18068;18070	17	7	-1
P02768;CON__P02768-1	P02768;CON__P02768-1	31;31	26;26	26;26	Serum albumin	ALB	sp|P02768|ALBU_HUMAN Serum albumin OS=Homo sapiens OX=9606 GN=ALB PE=1 SV=2;	2	31	26	26	55.2	48.9	48.9	69.366	609	609;609	3.8	9	16	17	17	11	23	0	323.31	669820	1137400	973000	1833500	771620	1612800	921080	516850	1616600	707450	1197500	2938900	1698600	1510800	669820	1137400	973000	1833500	771620	1612800	921080	516850	1616600	707450	1197500	2938900	1698600	1510800	88	91	92	95	87	94	91	83	90	86	94	97	92	94	4614100000	99			+	31	45;218;801;845;847;939;1120;1508;1689;2176;2177;2227;3703;3781;3796;4309;4316;4324;4513;4890;4964;5159;5450;5539;5890;6237;6439;6440;6572;6873;6910	True;True;True;True;False;True;True;True;True;True;True;True;False;True;True;True;True;False;True;True;True;True;True;True;True;True;True;True;False;True;False	45;217;802;846;848;944;1130;1538;1722;2223;2224;2275;2276;3777;3857;3873;4393;4400;4408;4602;4988;5064;5264;5554;5643;5989;6345;6551;6552;6685;6988;7027	105;106;107;108;565;566;567;568;569;570;2048;2049;2050;2051;2052;2053;2054;2055;2056;2057;2058;2059;2157;2158;2160;2161;2162;2389;2390;2391;2832;2833;2834;3913;4370;4371;4372;4373;5631;5632;5633;5634;5635;5636;5637;5755;5756;5757;9564;9565;9566;9567;9568;9569;9773;9774;9775;9805;9806;11097;11098;11099;11100;11101;11102;11120;11137;11138;11566;11567;12551;12740;12741;12742;12743;12744;12745;13205;13206;13207;13208;13209;13210;13905;13906;14130;14131;15010;15011;15012;15928;15929;15930;15931;15932;15933;16418;16419;16420;16421;16764;16765;16766;16767;17499;17500;17501;17502;17630;17631;17632;17633;17634;17635	110;111;112;113;613;614;615;616;617;618;2203;2204;2205;2206;2207;2208;2209;2210;2211;2212;2213;2214;2314;2315;2317;2318;2319;2558;2559;2560;3041;3042;3043;4222;4706;4707;4708;4709;4710;4711;6101;6102;6103;6104;6105;6106;6107;6229;6230;6231;6232;10362;10363;10364;10365;10366;10367;10586;10587;10588;10619;10620;12014;12015;12016;12017;12018;12019;12039;12057;12058;12059;12530;12531;13601;13800;13801;13802;13803;13804;13805;14320;14321;14322;14323;14324;14325;14326;15067;15068;15307;15308;16251;16252;16253;16254;17275;17276;17277;17278;17279;17280;17281;17823;17824;17825;17826;18192;18193;18194;18195;18196;18981;18982;18983;18984;19116;19117;19118;19119;19120;19121	112;616;2207;2315;2319;2558;3042;4222;4708;6101;6106;6230;10367;10588;10620;12016;12039;12058;12531;13601;13804;14323;15068;15307;16254;17277;17824;17826;18195;18981;19120	18;19;20;21	111;147;322;572	9606;-1
CON__P02769	CON__P02769	32	32	27				1	32	32	27	53.4	53.4	47.1	69.293	607	607	3.69	15	22	22	27	22	24	0	323.31	1210400	1188400	862040	36237000	425980	3000600	655510	211710	542390	265560	428700	2116700	1371100	2104500	1210400	1188400	862040	36237000	425980	3000600	655510	211710	542390	265560	428700	2116700	1371100	2104500	102	101	95	141	53	116	84	65	53	72	63	106	102	107	24456000000	145			+	32	220;728;846;847;901;941;947;1119;1403;1509;1510;2226;2298;3206;3685;3703;3782;3893;3915;3987;4308;4324;4442;4889;4963;5160;5449;5891;6216;6572;6872;6910	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	219;730;847;848;904;946;952;1129;1426;1539;1540;2273;2274;2350;3273;3758;3777;3858;3974;3997;4070;4392;4408;4528;4987;5063;5265;5553;5990;6323;6685;6987;7027	572;573;574;575;576;577;1852;1853;1854;1855;1856;1857;2159;2160;2161;2162;2280;2281;2282;2283;2284;2285;2286;2287;2288;2395;2396;2397;2398;2412;2413;2414;2415;2416;2827;2828;2829;2830;2831;3626;3627;3628;3629;3630;3631;3914;3915;5753;5754;5924;5925;5926;8318;8319;8320;8321;8322;8323;9524;9564;9565;9566;9567;9568;9569;9776;9777;9778;10074;10075;10129;10130;10131;10132;10133;10308;10309;10310;10311;11093;11094;11095;11096;11137;11138;11412;11413;11414;12547;12548;12549;12550;12734;12735;12736;12737;12738;12739;13211;13212;13213;13214;13215;13902;13903;13904;15013;15014;15876;15877;15878;15879;15880;15881;15882;15883;15884;16764;16765;16766;16767;17494;17495;17496;17497;17498;17630;17631;17632;17633;17634;17635	620;621;622;623;624;625;1997;1998;1999;2000;2001;2002;2003;2316;2317;2318;2319;2440;2441;2442;2443;2444;2445;2446;2447;2448;2449;2450;2564;2565;2566;2567;2581;2582;2583;2584;2585;2586;2587;3036;3037;3038;3039;3040;3911;3912;3913;3914;3915;3916;4223;4224;6227;6228;6410;6411;6412;8998;8999;9000;9001;9002;9003;10318;10362;10363;10364;10365;10366;10367;10589;10590;10591;10908;10909;10967;10968;10969;10970;10971;10972;11163;11164;11165;11166;11167;12010;12011;12012;12013;12057;12058;12059;12367;12368;12369;12370;13597;13598;13599;13600;13794;13795;13796;13797;13798;13799;14327;14328;14329;14330;14331;14332;15064;15065;15066;16255;16256;17221;17222;17223;17224;17225;17226;17227;17228;17229;17230;17231;18192;18193;18194;18195;18196;18976;18977;18978;18979;18980;19116;19117;19118;19119;19120;19121	624;2003;2316;2319;2450;2566;2584;3038;3915;4223;4224;6227;6411;8999;10318;10367;10589;10909;10971;11167;12012;12058;12369;13599;13795;14330;15066;16256;17229;18195;18979;19120	22;23;24	111;469;571	-1
CON__P04259	CON__P04259	28	15	0				1	28	15	0	42	26.8	0	59.998	564	564	3.34	4	11	10	10	3	6	0	316.02	121020	177870	167100	270140	239160	353340	183760	308160	84254	126930	249560	171140	755700	289840	121020	177870	167100	270140	239160	353340	183760	308160	84254	126930	249560	171140	755700	289840	29	29	33	28	33	35	30	37	21	27	36	29	40	39	577990000	44			+	33	165;181;638;734;1313;2306;2330;2407;3005;3745;3852;4542;4546;4575;4698;4732;4831;5174;5196;5417;5682;5862;6616;6783;6820;6821;6829;6954	True;True;False;True;False;True;False;False;True;False;True;False;False;True;True;True;False;False;True;True;True;True;False;False;False;False;True;True	167;183;641;736;1330;1331;2359;2383;2460;3070;3820;3932;4632;4636;4666;4790;4826;4928;5281;5303;5522;5785;5960;6730;6898;6935;6936;6944;7072	432;433;434;435;436;468;469;470;471;1633;1634;1635;1636;1637;1869;3367;3368;3369;3370;3371;3372;3373;5948;5949;5950;5951;5952;6003;6193;6194;6195;6196;7789;7790;7791;7792;9669;9670;9671;9672;9673;9964;9965;11628;11634;11635;11636;11698;11699;11700;12037;12128;12397;12398;12399;12400;12401;12402;13249;13250;13251;13283;13284;13816;13817;13818;14473;14474;14926;14927;14928;14929;16877;17266;17267;17268;17269;17270;17352;17353;17354;17355;17356;17357;17358;17359;17360;17361;17362;17363;17364;17365;17366;17391;17392;17393;17394;17395;17396;17761	466;467;468;469;470;506;507;508;509;1745;1746;1747;1748;1749;2016;3641;3642;3643;3644;3645;3646;3647;6435;6436;6437;6438;6439;6491;6691;6692;6693;6694;8408;8409;8410;8411;10476;10477;10478;10479;10480;10788;10789;12593;12599;12600;12601;12670;12671;12672;13038;13139;13438;13439;13440;13441;13442;13443;13444;14372;14373;14374;14408;14409;14969;14970;14971;15670;15671;16159;16160;16161;16162;18316;18737;18738;18739;18740;18741;18825;18826;18827;18828;18829;18830;18831;18832;18833;18834;18835;18836;18837;18838;18839;18840;18868;18869;18870;18871;18872;18873;19256	467;507;1747;2016;3644;6437;6491;6691;8411;10479;10788;12593;12601;12671;13038;13139;13440;14372;14408;14969;15670;16162;18316;18740;18828;18838;18871;19256	13;14;25	242;279;452	-1
CON__P04264;CON__H-INV:HIT000016045	CON__P04264	38;3	1;0	1;0				2	38	1	1	53.3	1.4	1.4	66.017	644	644;99	3.5			1	1			1	-2	2026.6	0	0	2278.7	1992.9	0	1005.4	0	0	0	0	0	3625.7	2241.6	2026.6	0	0	2278.7	1992.9	0	1005.4	0	0	0	0	0	3625.7	2241.6	2	0	0	2	1	0	1	0	0	0	0	0	2	2	19421000	2	+		+	34	179;180;1318;1375;2409;2498;2748;2775;3004;3041;3321;3744;4069;4185;4541;4542;4576;4816;4817;5202;5356;5420;5484;5493;5510;5544;5566;5684;5707;5987;6044;6084;6085;6193;6755;6820;6821;6827	False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False	181;182;1336;1337;1396;1397;2462;2553;2809;2836;3069;3107;3390;3819;4153;4269;4631;4632;4667;4668;4912;4913;5309;5464;5525;5588;5597;5614;5648;5669;5787;5810;6089;6147;6189;6190;6299;6870;6935;6936;6942	461;462;463;464;465;466;467;3385;3386;3387;3388;3389;3390;3391;3392;3393;3394;3395;3396;3397;3398;3399;3400;3401;3402;3403;3404;3559;3560;3561;3562;3563;3564;6201;6202;6203;6204;6205;6206;6207;6208;6209;6453;7096;7097;7098;7154;7155;7156;7157;7158;7782;7783;7784;7785;7786;7787;7788;7892;7893;7894;7895;7896;8641;8642;8643;8644;8645;9659;9660;9661;9662;9663;9664;9665;9666;9667;9668;10499;10500;10501;10502;10503;10504;10505;10506;10507;10508;10509;10510;10511;10512;10513;10514;10515;10516;10517;10518;10519;10520;10800;10801;10802;10803;10804;10805;11627;11628;11701;11702;11703;11704;11705;11706;11707;11708;11709;11710;11711;11712;11713;11714;11715;11716;11717;11718;11719;11720;11721;11722;11723;11724;11725;11726;11727;11728;11729;11730;11731;12345;12346;12347;12348;12349;12350;12351;12352;12353;12354;12355;12356;12357;12358;12359;12360;12361;12362;12363;12364;13298;13299;13654;13655;13656;13657;13658;13659;13660;13661;13662;13663;13664;13821;13822;13823;13824;13825;13982;13983;14003;14004;14005;14045;14046;14047;14048;14049;14050;14051;14052;14141;14142;14143;14144;14145;14146;14147;14148;14149;14150;14151;14152;14191;14192;14193;14194;14195;14196;14476;14477;14536;14537;15249;15250;15251;15383;15384;15385;15386;15387;15388;15389;15494;15495;15496;15497;15498;15499;15500;15501;15791;15792;15793;17188;17189;17190;17191;17192;17193;17194;17195;17196;17197;17198;17199;17352;17353;17354;17355;17356;17357;17358;17359;17360;17361;17362;17363;17364;17365;17366;17379;17380;17381;17382;17383;17384	496;497;498;499;500;501;502;503;504;505;3659;3660;3661;3662;3663;3664;3665;3666;3667;3668;3669;3670;3671;3672;3673;3674;3675;3676;3677;3678;3679;3841;3842;3843;3844;3845;3846;6699;6700;6701;6702;6703;6704;6705;6706;6707;6708;6967;7643;7644;7645;7707;7708;7709;7710;7711;8395;8396;8397;8398;8399;8400;8401;8402;8403;8404;8405;8406;8407;8520;8521;8522;8523;8524;9367;9368;9369;9370;9371;10460;10461;10462;10463;10464;10465;10466;10467;10468;10469;10470;10471;10472;10473;10474;10475;11373;11374;11375;11376;11377;11378;11379;11380;11381;11382;11383;11384;11385;11386;11387;11388;11389;11390;11391;11392;11393;11394;11395;11396;11397;11398;11399;11400;11699;11700;11701;11702;11703;11704;12592;12593;12673;12674;12675;12676;12677;12678;12679;12680;12681;12682;12683;12684;12685;12686;12687;12688;12689;12690;12691;12692;12693;12694;12695;12696;12697;12698;12699;12700;12701;12702;12703;12704;12705;12706;13377;13378;13379;13380;13381;13382;13383;13384;13385;13386;13387;13388;13389;13390;13391;13392;13393;13394;13395;13396;13397;13398;13399;13400;13401;13402;13403;14425;14426;14795;14796;14797;14798;14799;14800;14801;14802;14803;14804;14805;14806;14974;14975;14976;14977;14978;15150;15151;15172;15173;15174;15175;15221;15222;15223;15224;15225;15226;15227;15228;15320;15321;15322;15323;15324;15325;15326;15327;15328;15329;15330;15331;15332;15374;15375;15376;15377;15378;15379;15673;15674;15737;15738;16505;16506;16507;16652;16653;16654;16655;16656;16657;16658;16659;16660;16661;16662;16663;16773;16774;16775;16776;16777;16778;16779;16780;17125;17126;17127;17128;18649;18650;18651;18652;18653;18654;18655;18656;18657;18658;18659;18660;18661;18662;18825;18826;18827;18828;18829;18830;18831;18832;18833;18834;18835;18836;18837;18838;18839;18840;18853;18854;18855;18856;18857;18858;18859;18860;18861	499;505;3667;3846;6699;6967;7643;7710;8404;8523;9371;10472;11397;11699;12592;12593;12695;13389;13403;14426;14805;14978;15151;15174;15224;15329;15379;15674;15738;16507;16654;16778;16780;17126;18658;18828;18838;18857	26;27;28;29	259;262;296;469	-1;-1
P08779;CON__P08779;CON__Q9Z2K1;CON__Q3ZAW8	P08779;CON__P08779	29;29;11;11	15;15;4;4	13;13;4;4	Keratin, type I cytoskeletal 16	KRT16	sp|P08779|K1C16_HUMAN Keratin, type I cytoskeletal 16 OS=Homo sapiens OX=9606 GN=KRT16 PE=1 SV=4;	4	29	15	13	57.5	34	30.2	51.267	473	473;473;469;474	3.67	2	8	8	8	9	4	0	231.25	112570	137280	119970	85070	211360	216930	116060	276430	25548	76534	208960	102670	1290000	246810	112570	137280	119970	85070	211360	216930	116060	276430	25548	76534	208960	102670	1290000	246810	27	28	26	24	31	34	28	32	12	29	31	28	40	32	720060000	41			+	35	444;573;680;889;1216;1378;1632;2234;2255;2971;2988;3421;3515;3711;3765;3861;4017;4527;4765;4982;5216;5386;5387;5903;6146;6476;6613;6668;6831	False;True;False;True;True;False;True;True;True;True;False;True;False;False;False;False;True;True;False;True;False;True;True;True;False;False;False;False;True	445;576;681;892;1230;1401;1665;2284;2307;3036;3053;3491;3585;3786;3841;3941;4100;4617;4860;5083;5323;5491;5492;6002;6251;6589;6727;6782;6783;6946	1129;1130;1131;1132;1133;1134;1135;1432;1433;1434;1736;1737;1738;1739;2248;2249;2250;3081;3575;3576;4216;5775;5776;5777;5778;5839;5840;5841;7700;7701;7702;7703;7739;7740;7741;7742;8902;8903;9123;9124;9583;9584;9585;9721;9722;9723;9724;9725;9726;9727;9728;9729;9989;9990;9991;10373;11589;11590;12209;12210;12211;12797;12798;12799;12800;13326;13327;13328;13736;13737;13738;13739;13740;15041;15042;15671;15672;15673;16508;16509;16510;16511;16512;16513;16514;16871;16991;16992;16993;16994;16995;17401;17402;17403;17404	1212;1213;1214;1215;1216;1217;1218;1533;1534;1535;1875;1876;1877;1878;2408;2409;2410;3312;3857;3858;4544;6251;6252;6253;6254;6318;6319;6320;8307;8308;8309;8310;8348;8349;8350;8351;9658;9659;9892;9893;10382;10383;10384;10528;10529;10530;10531;10532;10533;10534;10535;10536;10537;10814;10815;10816;10817;11237;12554;12555;13227;13228;13229;13230;13863;13864;13865;13866;14455;14456;14457;14881;14882;14883;14884;14885;16286;16287;16288;16994;16995;16996;17920;17921;17922;17923;17924;17925;17926;18310;18437;18438;18439;18440;18441;18442;18443;18878;18879;18880;18881;18882	1216;1535;1875;2410;3312;3858;4544;6253;6319;8308;8351;9658;9893;10382;10534;10814;11237;12554;13230;13865;14457;14881;14884;16287;16995;17920;18310;18437;18882	9;12;30;31;32;33;34	14;121;239;259;274;289;296	9606;-1;-1;-1
P13645;CON__P13645;CON__P02535-1;Q7Z3Y7;CON__Q7Z3Y7;Q7Z3Y8;CON__Q7Z3Y8;CON__Q148H6;Q7Z3Z0;CON__Q7Z3Z0	P13645;CON__P13645	28;28;10;6;6;4;4;3;2;2	25;25;8;4;4;3;3;1;1;1	21;21;6;2;2;1;1;1;1;1	Keratin, type I cytoskeletal 10	KRT10	sp|P13645|K1C10_HUMAN Keratin, type I cytoskeletal 10 OS=Homo sapiens OX=9606 GN=KRT10 PE=1 SV=6;	10	28	25	21	43.5	39.6	36.3	58.826	584	584;593;570;464;486;459;459;464;450;450	3.88	9	16	19	26	22	21	0	323.31	422720	409910	3952000	639490	2010400	1464500	1424800	557180	759360	1356500	695040	4503800	728130	1942200	422720	409910	3952000	639490	2010400	1464500	1424800	557180	759360	1356500	695040	4503800	728130	1942200	82	82	116	95	108	108	109	95	98	108	95	126	96	114	20347000000	133			+	36	274;449;883;1942;3020;3492;3593;3667;3711;3765;3856;4526;4641;4949;4959;4960;5217;5360;5361;5422;5542;5680;5681;5728;6477;6614;6668;6837	True;True;True;True;True;True;True;True;False;False;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;True	274;450;884;1983;3086;3562;3664;3740;3786;3841;3936;4615;4616;4733;5049;5059;5060;5324;5468;5469;5527;5646;5783;5784;5830;6590;6728;6782;6783;6952	713;714;715;716;717;718;1150;1151;1152;1153;1154;1155;2222;2223;2224;2225;2226;2227;2228;2229;2230;5061;5062;5063;5064;5065;5066;5067;5068;5069;5070;7824;7825;7826;7827;7828;7829;9067;9068;9069;9070;9071;9317;9483;9484;9583;9584;9585;9721;9722;9723;9724;9725;9726;9727;9728;9729;9974;9975;9976;9977;9978;9979;11586;11587;11588;11878;11879;11880;11881;11882;12694;12695;12696;12697;12698;12699;12724;12725;12726;12727;12728;12729;12730;12731;13329;13330;13331;13674;13675;13676;13677;13678;13679;13680;13828;14135;14136;14137;14138;14139;14464;14465;14466;14467;14468;14469;14470;14471;14472;14578;14579;14580;14581;14582;16515;16516;16517;16872;16873;16991;16992;16993;16994;16995;17418;17419;17420;17421;17422	765;766;767;768;769;770;1234;1235;1236;1237;1238;1239;1240;2382;2383;2384;2385;2386;2387;2388;2389;2390;5470;5471;5472;5473;5474;5475;5476;5477;5478;5479;5480;5481;5482;5483;5484;5485;8444;8445;8446;8447;8448;8449;9833;9834;9835;9836;9837;9838;9839;10093;10094;10275;10276;10382;10383;10384;10528;10529;10530;10531;10532;10533;10534;10535;10536;10537;10798;10799;10800;10801;10802;10803;10804;12551;12552;12553;12862;12863;12864;12865;12866;12867;13751;13752;13753;13754;13755;13756;13757;13784;13785;13786;13787;13788;13789;13790;13791;14458;14459;14460;14816;14817;14818;14819;14820;14821;14822;14823;14981;15312;15313;15314;15315;15316;15317;15318;15660;15661;15662;15663;15664;15665;15666;15667;15668;15669;15780;15781;15782;15783;15784;15785;15786;17927;17928;17929;17930;18311;18312;18437;18438;18439;18440;18441;18442;18443;18896;18897;18898;18899;18900	765;1239;2384;5484;8446;9839;10093;10275;10382;10534;10803;12552;12866;13754;13788;13791;14459;14817;14821;14981;15318;15663;15669;15782;17929;18312;18437;18897	12;35;36;37	150;291;306;321	9606;-1;-1;9606;-1;9606;-1;-1;9606;-1
P13647;CON__P13647	P13647;CON__P13647	32;32	24;24	7;7	Keratin, type II cytoskeletal 5	KRT5	sp|P13647|K2C5_HUMAN Keratin, type II cytoskeletal 5 OS=Homo sapiens OX=9606 GN=KRT5 PE=1 SV=3;	2	32	24	7	45.8	37.6	12	62.378	590	590;590	3.31	15	18	16	13	13	12	0	323.31	285020	675270	1373700	648640	1634100	843310	942870	502410	284900	1044100	586930	3187700	1046300	1951600	285020	675270	1373700	648640	1634100	843310	942870	502410	284900	1044100	586930	3187700	1046300	1951600	63	86	86	79	90	81	83	80	59	88	80	92	80	91	2343100000	93			+	37	240;637;1313;2305;2330;2407;2852;3168;3507;3732;3745;4172;4542;4546;4574;4699;4831;5174;5204;5400;5421;5570;5685;5919;6176;6282;6616;6636;6783;6820;6821;6828	True;True;True;True;False;False;True;True;True;True;False;True;False;False;True;True;True;True;True;True;True;True;True;True;True;True;False;True;True;False;False;True	238;640;1330;1331;2357;2358;2383;2460;2915;3235;3577;3807;3820;4256;4632;4636;4664;4665;4791;4928;5281;5311;5505;5526;5673;5788;6018;6282;6391;6730;6750;6898;6935;6936;6943	636;637;638;639;640;641;1629;1630;1631;1632;3367;3368;3369;3370;3371;3372;3373;5941;5942;5943;5944;5945;5946;5947;6003;6193;6194;6195;6196;7379;7380;8232;9107;9108;9630;9631;9632;9633;9669;9670;9671;9672;9673;10774;11628;11634;11635;11636;11695;11696;11697;12038;12039;12040;12041;12397;12398;12399;12400;12401;12402;13249;13250;13251;13301;13302;13769;13770;13771;13826;13827;14205;14206;14478;14479;15076;15077;15078;15079;15080;15081;15754;15755;15756;16036;16037;16038;16039;16877;16920;16921;17266;17267;17268;17269;17270;17352;17353;17354;17355;17356;17357;17358;17359;17360;17361;17362;17363;17364;17365;17366;17385;17386;17387;17388;17389;17390	685;686;687;688;689;690;1741;1742;1743;1744;3641;3642;3643;3644;3645;3646;3647;6427;6428;6429;6430;6431;6432;6433;6434;6491;6691;6692;6693;6694;7947;7948;7949;8893;9876;9877;10430;10431;10432;10433;10434;10476;10477;10478;10479;10480;11671;12593;12599;12600;12601;12667;12668;12669;13039;13040;13041;13042;13438;13439;13440;13441;13442;13443;13444;14372;14373;14374;14428;14429;14917;14918;14919;14979;14980;15388;15389;15675;15676;15677;15678;16324;16325;16326;16327;16328;16329;17084;17085;17086;17418;17419;17420;17421;18316;18364;18365;18737;18738;18739;18740;18741;18825;18826;18827;18828;18829;18830;18831;18832;18833;18834;18835;18836;18837;18838;18839;18840;18862;18863;18864;18865;18866;18867	685;1744;3644;6432;6491;6691;7948;8893;9877;10432;10479;11671;12593;12601;12668;13041;13440;14372;14429;14918;14979;15389;15678;16327;17085;17421;18316;18365;18740;18828;18838;18866	13;38;39;40;41;42;43	247;274;284;297;303;389;457	9606;-1
